Transaction_id	Date	Day	Bulan	Year	Product_id	Product_Name	Category	Qty	Leftovers	Day_old	Distributor_Price	Selling_Price	Day_Old_Price	Sold_Normal_Qty	Sold_Day_Old	Total_Sold	Final_Balance	Revenue	Cost_Day_Old	COGS	Total_Profit	Sell_Through_Rate
TRX005254	11/25/2023	Sabtu	Nov	2023	N006	Nasi Campur	Nasi	12	0	0	6000	7000	0	12	0	12	0	84000	0	72000	12000	1.00
TRX008298	11/25/2023	Sabtu	Nov	2023	N007	Nasi Kuning	Nasi	18	2	0	6000	7000	0	16	0	16	2	112000	0	96000	16000	0.89
TRX009827	11/25/2023	Sabtu	Nov	2023	K019	Ongol-Ongol	Kue	7	1	0	1500	2000	0	6	0	6	1	12000	0	9000	3000	0.86
TRX006501	11/25/2023	Sabtu	Nov	2023	K007	Piscok	Kue	36	4	0	2000	2500	0	32	0	32	4	80000	0	64000	16000	0.89
TRX003396	11/25/2023	Sabtu	Nov	2023	K008	Risol Mayo	Kue	72	4	0	4000	4500	0	68	0	68	4	306000	0	272000	34000	0.94
TRX008023	11/25/2023	Sabtu	Nov	2023	S013	Sambel Goreng Kentang	Sayur & Lauk	10	0	0	10000	11000	0	10	0	10	0	110000	0	100000	10000	1.00
TRX004284	11/25/2023	Sabtu	Nov	2023	S005	Sayur Asem	Sayur & Lauk	20	1	0	6000	7000	0	19	0	19	1	133000	0	114000	19000	0.95
TRX004445	11/25/2023	Sabtu	Nov	2023	K016	Tahu Bakso	Kue	9	1	0	2500	3000	0	8	0	8	1	24000	0	20000	4000	0.89
TRX005051	11/26/2023	Minggu	Nov	2023	K011	Roti Pelangi	Kue	42	4	3	2000	2500	1500	38	3	41	1	99500	4500	76000	28000	0.98
TRX005551	11/26/2023	Minggu	Nov	2023	K011	Roti Pelangi	Kue	27	6	0	2000	2500	0	21	0	21	6	52500	0	42000	10500	0.78
TRX007214	11/26/2023	Minggu	Nov	2023	S002	Sop	Sayur & Lauk	26	1	0	7000	8000	0	25	0	25	1	200000	0	175000	25000	0.96
TRX008191	11/27/2023	Senin	Nov	2023	N003	Ayam Geprek	Nasi	8	1	0	9000	10000	0	7	0	7	1	70000	0	63000	7000	0.88
TRX009097	11/27/2023	Senin	Nov	2023	N003	Ayam Geprek	Nasi	27	2	1	9000	10000	3500	25	1	26	1	253500	3500	225000	32000	0.96
TRX008531	11/27/2023	Senin	Nov	2023	K003	Donat Ayam	Kue	37	7	3	2500	3000	1500	30	3	33	4	94500	4500	75000	24000	0.89
TRX002877	11/27/2023	Senin	Nov	2023	K004	Donat Blueberry	Kue	23	7	0	2500	3000	0	16	0	16	7	48000	0	40000	8000	0.70
TRX009293	11/27/2023	Senin	Nov	2023	K004	Donat Blueberry	Kue	7	2	0	2500	3000	0	5	0	5	2	15000	0	12500	2500	0.71
TRX007273	11/27/2023	Senin	Nov	2023	N006	Nasi Campur	Nasi	13	1	0	6000	7000	0	12	0	12	1	84000	0	72000	12000	0.92
TRX004467	11/27/2023	Senin	Nov	2023	K013	Risoles Rogut	Kue	24	3	0	2000	2500	0	21	0	21	3	52500	0	42000	10500	0.88
TRX009707	11/27/2023	Senin	Nov	2023	K013	Risoles Rogut	Kue	39	5	0	2000	2500	0	34	0	34	5	85000	0	68000	17000	0.87
TRX003249	11/27/2023	Senin	Nov	2023	N008	Siomay	Nasi	19	4	2	9000	10000	3500	15	2	17	2	157000	7000	135000	29000	0.89
TRX007814	11/27/2023	Senin	Nov	2023	K026	Terang Bulan	Kue	26	7	7	1500	2000	1500	19	7	26	0	48500	10500	28500	30500	1.00
TRX005988	11/28/2023	Selasa	Nov	2023	N004	Ayam Bakar	Nasi	13	3	0	9000	10000	0	10	0	10	3	100000	0	90000	10000	0.77
TRX007348	11/28/2023	Selasa	Nov	2023	N003	Ayam Geprek	Nasi	15	3	0	9000	10000	0	12	0	12	3	120000	0	108000	12000	0.80
TRX008973	11/28/2023	Selasa	Nov	2023	S010	Bakwan	Sayur & Lauk	22	7	5	1000	2000	5000	15	5	20	2	55000	25000	15000	65000	0.91
TRX007647	11/28/2023	Selasa	Nov	2023	K017	Brownis	Kue	10	4	0	4500	5000	0	6	0	6	4	30000	0	27000	3000	0.60
TRX008090	11/28/2023	Selasa	Nov	2023	K024	Dadar Gulung	Kue	26	6	0	2500	3000	0	20	0	20	6	60000	0	50000	10000	0.77
TRX001431	11/28/2023	Selasa	Nov	2023	K012	Kroket	Kue	45	8	0	2000	2500	0	37	0	37	8	92500	0	74000	18500	0.82
TRX007562	11/28/2023	Selasa	Nov	2023	K031	Kukus	Kue	28	4	2	2000	2500	1500	24	2	26	2	63000	3000	48000	18000	0.93
TRX001754	11/28/2023	Selasa	Nov	2023	N007	Nasi Kuning	Nasi	26	3	0	6000	7000	0	23	0	23	3	161000	0	138000	23000	0.88
TRX004766	11/28/2023	Selasa	Nov	2023	K008	Risol Mayo	Kue	49	10	0	4000	4500	0	39	0	39	10	175500	0	156000	19500	0.80
TRX005889	11/29/2023	Rabu	Nov	2023	K031	Kukus	Kue	9	3	1	2000	2500	1500	6	1	7	2	16500	1500	12000	6000	0.78
TRX008273	11/29/2023	Rabu	Nov	2023	K025	Martabak	Kue	24	9	5	2500	3000	1500	15	5	20	4	52500	7500	37500	22500	0.83
TRX003107	11/29/2023	Rabu	Nov	2023	K023	Pie Susu	Kue	23	7	3	2000	2500	1500	16	3	19	4	44500	4500	32000	17000	0.83
TRX002714	11/29/2023	Rabu	Nov	2023	K018	Pukis	Kue	33	10	7	2000	2500	1500	23	7	30	3	68000	10500	46000	32500	0.91
TRX003514	11/29/2023	Rabu	Nov	2023	K013	Risoles Rogut	Kue	46	10	7	2000	2500	1500	36	7	43	3	100500	10500	72000	39000	0.93
TRX004628	11/29/2023	Rabu	Nov	2023	K013	Risoles Rogut	Kue	15	6	3	2000	2500	1500	9	3	12	3	27000	4500	18000	13500	0.80
TRX009500	11/29/2023	Rabu	Nov	2023	S005	Sayur Asem	Sayur & Lauk	17	5	0	6000	7000	0	12	0	12	5	84000	0	72000	12000	0.71
TRX007731	11/29/2023	Rabu	Nov	2023	S001	Sayur Bayam	Sayur & Lauk	19	5	3	5000	6000	5000	14	3	17	2	99000	15000	70000	44000	0.89
TRX001966	11/29/2023	Rabu	Nov	2023	S002	Sop	Sayur & Lauk	20	4	2	7000	8000	5000	16	2	18	2	138000	10000	112000	36000	0.90
TRX007422	11/30/2023	Kamis	Nov	2023	N005	Ayam Katsu	Nasi	23	6	3	9000	10000	3500	17	3	20	3	180500	10500	153000	38000	0.87
TRX003991	11/30/2023	Kamis	Nov	2023	K017	Brownis	Kue	21	4	0	4500	5000	0	17	0	17	4	85000	0	76500	8500	0.81
TRX006432	11/30/2023	Kamis	Nov	2023	S007	Cecek Tahu	Sayur & Lauk	21	4	2	6500	7500	5000	17	2	19	2	137500	10000	110500	37000	0.90
TRX009317	11/30/2023	Kamis	Nov	2023	N006	Nasi Campur	Nasi	18	7	0	6000	7000	0	11	0	11	7	77000	0	66000	11000	0.61
TRX000628	11/30/2023	Kamis	Nov	2023	K007	Piscok	Kue	42	11	0	2000	2500	0	31	0	31	11	77500	0	62000	15500	0.74
TRX009191	11/30/2023	Kamis	Nov	2023	K018	Pukis	Kue	33	4	0	2000	2500	0	29	0	29	4	72500	0	58000	14500	0.88
TRX006731	11/30/2023	Kamis	Nov	2023	S013	Sambel Goreng Kentang	Sayur & Lauk	20	6	6	10000	11000	5000	14	6	20	0	184000	30000	140000	74000	1.00
TRX004639	11/30/2023	Kamis	Nov	2023	S001	Sayur Bayam	Sayur & Lauk	14	3	2	5000	6000	5000	11	2	13	1	76000	10000	55000	31000	0.93
TRX000867	11/30/2023	Kamis	Nov	2023	N008	Siomay	Nasi	4	3	3	9000	10000	3500	1	3	4	0	20500	10500	9000	22000	1.00
TRX008856	12/1/2023	Jumat	Dec	2023	K017	Brownis	Kue	40	6	0	4500	5000	0	34	0	34	6	170000	0	153000	17000	0.85
TRX006414	12/1/2023	Jumat	Dec	2023	S012	Kering Tempe	Sayur & Lauk	10	2	0	6500	7500	0	8	0	8	2	60000	0	52000	8000	0.80
TRX004236	12/1/2023	Jumat	Dec	2023	K031	Kukus	Kue	23	4	0	2000	2500	0	19	0	19	4	47500	0	38000	9500	0.83
TRX006542	12/1/2023	Jumat	Dec	2023	K028	Pizza	Kue	14	2	1	4500	5000	1500	12	1	13	1	61500	1500	54000	9000	0.93
TRX007417	12/1/2023	Jumat	Dec	2023	K008	Risol Mayo	Kue	16	5	0	4000	4500	0	11	0	11	5	49500	0	44000	5500	0.69
TRX000222	12/1/2023	Jumat	Dec	2023	K013	Risoles Rogut	Kue	40	5	0	2000	2500	0	35	0	35	5	87500	0	70000	17500	0.88
TRX006357	12/1/2023	Jumat	Dec	2023	S013	Sambel Goreng Kentang	Sayur & Lauk	17	1	0	10000	11000	0	16	0	16	1	176000	0	160000	16000	0.94
TRX004331	12/1/2023	Jumat	Dec	2023	N008	Siomay	Nasi	7	3	1	9000	10000	3500	4	1	5	2	43500	3500	36000	11000	0.71
TRX005595	12/1/2023	Jumat	Dec	2023	S003	Sop Merah	Sayur & Lauk	19	2	0	11500	12500	0	17	0	17	2	212500	0	195500	17000	0.89
TRX006791	12/1/2023	Jumat	Dec	2023	K002	Weci	Kue	48	6	0	1500	2000	0	42	0	42	6	84000	0	63000	21000	0.88
TRX008132	12/2/2023	Sabtu	Dec	2023	K015	Lumpia Rebung	Kue	50	1	0	3000	3500	0	49	0	49	1	171500	0	147000	24500	0.98
TRX002260	12/2/2023	Sabtu	Dec	2023	N007	Nasi Kuning	Nasi	23	2	1	6000	7000	3500	21	1	22	1	150500	3500	126000	28000	0.96
TRX007163	12/2/2023	Sabtu	Dec	2023	K019	Ongol-Ongol	Kue	26	4	0	1500	2000	0	22	0	22	4	44000	0	33000	11000	0.85
TRX004499	12/2/2023	Sabtu	Dec	2023	K001	Pastel	Kue	15	1	0	2500	3000	0	14	0	14	1	42000	0	35000	7000	0.93
TRX007983	12/2/2023	Sabtu	Dec	2023	K001	Pastel	Kue	59	0	0	2500	3000	0	59	0	59	0	177000	0	147500	29500	1.00
TRX009820	12/2/2023	Sabtu	Dec	2023	K007	Piscok	Kue	20	0	0	2000	2500	0	20	0	20	0	50000	0	40000	10000	1.00
TRX001708	12/3/2023	Minggu	Dec	2023	S004	Bali	Sayur & Lauk	35	2	2	10000	11000	5000	33	2	35	0	373000	10000	330000	53000	1.00
TRX005256	12/3/2023	Minggu	Dec	2023	K024	Dadar Gulung	Kue	33	1	0	2500	3000	0	32	0	32	1	96000	0	80000	16000	0.97
TRX005975	12/3/2023	Minggu	Dec	2023	K004	Donat Blueberry	Kue	25	2	0	2500	3000	0	23	0	23	2	69000	0	57500	11500	0.92
TRX000959	12/3/2023	Minggu	Dec	2023	S008	Kare Ayam	Sayur & Lauk	12	2	0	10000	11000	0	10	0	10	2	110000	0	100000	10000	0.83
TRX005687	12/3/2023	Minggu	Dec	2023	S008	Kare Ayam	Sayur & Lauk	32	2	0	10000	11000	0	30	0	30	2	330000	0	300000	30000	0.94
TRX007739	12/3/2023	Minggu	Dec	2023	K012	Kroket	Kue	18	0	0	2000	2500	0	18	0	18	0	45000	0	36000	9000	1.00
TRX005839	12/3/2023	Minggu	Dec	2023	K010	Mendut	Kue	31	3	0	2000	2500	0	28	0	28	3	70000	0	56000	14000	0.90
TRX005804	12/3/2023	Minggu	Dec	2023	N007	Nasi Kuning	Nasi	12	0	0	6000	7000	0	12	0	12	0	84000	0	72000	12000	1.00
TRX005765	12/3/2023	Minggu	Dec	2023	K018	Pukis	Kue	19	0	0	2000	2500	0	19	0	19	0	47500	0	38000	9500	1.00
TRX002547	12/3/2023	Minggu	Dec	2023	K021	Sawut	Kue	13	0	0	2500	3000	0	13	0	13	0	39000	0	32500	6500	1.00
TRX003710	12/3/2023	Minggu	Dec	2023	K021	Sawut	Kue	18	2	0	2500	3000	0	16	0	16	2	48000	0	40000	8000	0.89
TRX004183	12/3/2023	Minggu	Dec	2023	N008	Siomay	Nasi	11	1	0	9000	10000	0	10	0	10	1	100000	0	90000	10000	0.91
TRX007433	12/3/2023	Minggu	Dec	2023	S002	Sop	Sayur & Lauk	32	2	0	7000	8000	0	30	0	30	2	240000	0	210000	30000	0.94
TRX009719	12/3/2023	Minggu	Dec	2023	K026	Terang Bulan	Kue	16	2	0	1500	2000	0	14	0	14	2	28000	0	21000	7000	0.88
TRX007154	12/4/2023	Senin	Dec	2023	N005	Ayam Katsu	Nasi	11	5	3	9000	10000	3500	6	3	9	2	70500	10500	54000	27000	0.82
TRX002646	12/4/2023	Senin	Dec	2023	S004	Bali	Sayur & Lauk	17	5	0	10000	11000	0	12	0	12	5	132000	0	120000	12000	0.71
TRX008978	12/4/2023	Senin	Dec	2023	K024	Dadar Gulung	Kue	21	6	0	2500	3000	0	15	0	15	6	45000	0	37500	7500	0.71
TRX004744	12/4/2023	Senin	Dec	2023	K003	Donat Ayam	Kue	33	8	0	2500	3000	0	25	0	25	8	75000	0	62500	12500	0.76
TRX003678	12/4/2023	Senin	Dec	2023	K020	Getuk	Kue	33	9	0	4500	5000	0	24	0	24	9	120000	0	108000	12000	0.73
TRX002924	12/4/2023	Senin	Dec	2023	S005	Sayur Asem	Sayur & Lauk	29	6	0	6000	7000	0	23	0	23	6	161000	0	138000	23000	0.79
TRX007597	12/4/2023	Senin	Dec	2023	K030	Tahu Brontak	Kue	27	7	1	1500	2000	1500	20	1	21	6	41500	1500	30000	13000	0.78
TRX007932	12/4/2023	Senin	Dec	2023	K027	Talam	Kue	29	8	0	1500	2000	0	21	0	21	8	42000	0	31500	10500	0.72
TRX004808	12/5/2023	Selasa	Dec	2023	K006	Bakpao Kacang Tanah	Kue	21	7	0	2500	3000	0	14	0	14	7	42000	0	35000	7000	0.67
TRX008438	12/5/2023	Selasa	Dec	2023	K014	Gabin	Kue	23	10	0	2000	2500	0	13	0	13	10	32500	0	26000	6500	0.57
TRX008774	12/5/2023	Selasa	Dec	2023	S012	Kering Tempe	Sayur & Lauk	21	6	0	6500	7500	0	15	0	15	6	112500	0	97500	15000	0.71
TRX004776	12/5/2023	Selasa	Dec	2023	K012	Kroket	Kue	8	4	1	2000	2500	1500	4	1	5	3	11500	1500	8000	5000	0.63
TRX001132	12/5/2023	Selasa	Dec	2023	N001	Nasi Gudeg	Nasi	24	10	7	10000	11000	3500	14	7	21	3	178500	24500	140000	63000	0.88
TRX005372	12/5/2023	Selasa	Dec	2023	K019	Ongol-Ongol	Kue	6	1	0	1500	2000	0	5	0	5	1	10000	0	7500	2500	0.83
TRX008442	12/5/2023	Selasa	Dec	2023	K001	Pastel	Kue	32	8	0	2500	3000	0	24	0	24	8	72000	0	60000	12000	0.75
TRX001938	12/5/2023	Selasa	Dec	2023	S009	Perkedel	Sayur & Lauk	8	2	1	6000	7000	5000	6	1	7	1	47000	5000	36000	16000	0.88
TRX006308	12/5/2023	Selasa	Dec	2023	K008	Risol Mayo	Kue	38	9	0	4000	4500	0	29	0	29	9	130500	0	116000	14500	0.76
TRX000625	12/5/2023	Selasa	Dec	2023	K016	Tahu Bakso	Kue	24	5	0	2500	3000	0	19	0	19	5	57000	0	47500	9500	0.79
TRX007080	12/5/2023	Selasa	Dec	2023	S006	Tewel	Sayur & Lauk	23	8	0	7000	8000	0	15	0	15	8	120000	0	105000	15000	0.65
TRX006296	12/6/2023	Rabu	Dec	2023	N004	Ayam Bakar	Nasi	6	2	2	9000	10000	3500	4	2	6	0	47000	7000	36000	18000	1.00
TRX000972	12/6/2023	Rabu	Dec	2023	K017	Brownis	Kue	15	5	3	4500	5000	1500	10	3	13	2	54500	4500	45000	14000	0.87
TRX004966	12/6/2023	Rabu	Dec	2023	S008	Kare Ayam	Sayur & Lauk	14	6	4	10000	11000	5000	8	4	12	2	108000	20000	80000	48000	0.86
TRX005918	12/6/2023	Rabu	Dec	2023	N006	Nasi Campur	Nasi	7	1	0	6000	7000	0	6	0	6	1	42000	0	36000	6000	0.86
TRX007763	12/6/2023	Rabu	Dec	2023	N009	Nasi Cokot	Nasi	11	1	0	5000	6000	0	10	0	10	1	60000	0	50000	10000	0.91
TRX006129	12/6/2023	Rabu	Dec	2023	K009	Nogosari	Kue	20	3	1	2000	2500	1500	17	1	18	2	44000	1500	34000	11500	0.90
TRX001053	12/6/2023	Rabu	Dec	2023	S009	Perkedel	Sayur & Lauk	34	13	10	6000	7000	5000	21	10	31	3	197000	50000	126000	121000	0.91
TRX002604	12/6/2023	Rabu	Dec	2023	K013	Risoles Rogut	Kue	29	8	5	2000	2500	1500	21	5	26	3	60000	7500	42000	25500	0.90
TRX008597	12/6/2023	Rabu	Dec	2023	K026	Terang Bulan	Kue	16	2	0	1500	2000	0	14	0	14	2	28000	0	21000	7000	0.88
TRX003829	12/7/2023	Kamis	Dec	2023	N004	Ayam Bakar	Nasi	6	1	0	9000	10000	0	5	0	5	1	50000	0	45000	5000	0.83
TRX002168	12/7/2023	Kamis	Dec	2023	N003	Ayam Geprek	Nasi	12	1	0	9000	10000	0	11	0	11	1	110000	0	99000	11000	0.92
TRX002809	12/7/2023	Kamis	Dec	2023	K014	Gabin	Kue	16	9	0	2000	2500	0	7	0	7	9	17500	0	14000	3500	0.44
TRX008265	12/7/2023	Kamis	Dec	2023	K025	Martabak	Kue	13	4	0	2500	3000	0	9	0	9	4	27000	0	22500	4500	0.69
TRX003979	12/7/2023	Kamis	Dec	2023	N006	Nasi Campur	Nasi	5	1	0	6000	7000	0	4	0	4	1	28000	0	24000	4000	0.80
TRX004951	12/7/2023	Kamis	Dec	2023	N007	Nasi Kuning	Nasi	17	2	0	6000	7000	0	15	0	15	2	105000	0	90000	15000	0.88
TRX001422	12/7/2023	Kamis	Dec	2023	S009	Perkedel	Sayur & Lauk	14	7	4	6000	7000	5000	7	4	11	3	69000	20000	42000	47000	0.79
TRX000151	12/7/2023	Kamis	Dec	2023	K011	Roti Pelangi	Kue	22	3	3	2000	2500	1500	19	3	22	0	52000	4500	38000	18500	1.00
TRX000573	12/7/2023	Kamis	Dec	2023	N008	Siomay	Nasi	7	0	0	9000	10000	0	7	0	7	0	70000	0	63000	7000	1.00
TRX009152	12/7/2023	Kamis	Dec	2023	N008	Siomay	Nasi	14	3	2	9000	10000	3500	11	2	13	1	117000	7000	99000	25000	0.93
TRX003622	12/7/2023	Kamis	Dec	2023	S003	Sop Merah	Sayur & Lauk	28	8	4	11500	12500	5000	20	4	24	4	270000	20000	230000	60000	0.86
TRX008801	12/7/2023	Kamis	Dec	2023	K002	Weci	Kue	26	7	6	1500	2000	1500	19	6	25	1	47000	9000	28500	27500	0.96
TRX006403	12/8/2023	Jumat	Dec	2023	K006	Bakpao Kacang Tanah	Kue	26	2	0	2500	3000	0	24	0	24	2	72000	0	60000	12000	0.92
TRX001572	12/8/2023	Jumat	Dec	2023	K031	Kukus	Kue	34	11	3	2000	2500	1500	23	3	26	8	62000	4500	46000	20500	0.76
TRX007661	12/8/2023	Jumat	Dec	2023	K031	Kukus	Kue	8	2	0	2000	2500	0	6	0	6	2	15000	0	12000	3000	0.75
TRX001207	12/8/2023	Jumat	Dec	2023	K010	Mendut	Kue	11	3	2	2000	2500	1500	8	2	10	1	23000	3000	16000	10000	0.91
TRX002688	12/8/2023	Jumat	Dec	2023	N007	Nasi Kuning	Nasi	6	2	0	6000	7000	0	4	0	4	2	28000	0	24000	4000	0.67
TRX002128	12/8/2023	Jumat	Dec	2023	K001	Pastel	Kue	51	5	0	2500	3000	0	46	0	46	5	138000	0	115000	23000	0.90
TRX001117	12/8/2023	Jumat	Dec	2023	S005	Sayur Asem	Sayur & Lauk	21	6	5	6000	7000	5000	15	5	20	1	130000	25000	90000	65000	0.95
TRX007420	12/8/2023	Jumat	Dec	2023	S011	Tempe Tahu Bacem	Sayur & Lauk	10	2	2	6000	7000	5000	8	2	10	0	66000	10000	48000	28000	1.00
TRX008015	12/9/2023	Sabtu	Dec	2023	N004	Ayam Bakar	Nasi	9	0	0	9000	10000	0	9	0	9	0	90000	0	81000	9000	1.00
TRX002116	12/9/2023	Sabtu	Dec	2023	S010	Bakwan	Sayur & Lauk	32	4	0	1000	2000	0	28	0	28	4	56000	0	28000	28000	0.88
TRX009801	12/9/2023	Sabtu	Dec	2023	K017	Brownis	Kue	12	1	0	4500	5000	0	11	0	11	1	55000	0	49500	5500	0.92
TRX000638	12/9/2023	Sabtu	Dec	2023	K024	Dadar Gulung	Kue	38	2	0	2500	3000	0	36	0	36	2	108000	0	90000	18000	0.95
TRX000901	12/9/2023	Sabtu	Dec	2023	K010	Mendut	Kue	37	7	0	2000	2500	0	30	0	30	7	75000	0	60000	15000	0.81
TRX009121	12/9/2023	Sabtu	Dec	2023	N007	Nasi Kuning	Nasi	17	2	0	6000	7000	0	15	0	15	2	105000	0	90000	15000	0.88
TRX003242	12/9/2023	Sabtu	Dec	2023	K023	Pie Susu	Kue	28	0	0	2000	2500	0	28	0	28	0	70000	0	56000	14000	1.00
TRX004477	12/9/2023	Sabtu	Dec	2023	K016	Tahu Bakso	Kue	35	2	0	2500	3000	0	33	0	33	2	99000	0	82500	16500	0.94
TRX009327	12/10/2023	Minggu	Dec	2023	K006	Bakpao Kacang Tanah	Kue	10	0	0	2500	3000	0	10	0	10	0	30000	0	25000	5000	1.00
TRX000330	12/10/2023	Minggu	Dec	2023	S004	Bali	Sayur & Lauk	10	0	0	10000	11000	0	10	0	10	0	110000	0	100000	10000	1.00
TRX004032	12/10/2023	Minggu	Dec	2023	K024	Dadar Gulung	Kue	31	2	0	2500	3000	0	29	0	29	2	87000	0	72500	14500	0.94
TRX005036	12/10/2023	Minggu	Dec	2023	S008	Kare Ayam	Sayur & Lauk	11	0	0	10000	11000	0	11	0	11	0	121000	0	110000	11000	1.00
TRX005828	12/10/2023	Minggu	Dec	2023	S012	Kering Tempe	Sayur & Lauk	21	1	0	6500	7500	0	20	0	20	1	150000	0	130000	20000	0.95
TRX002658	12/10/2023	Minggu	Dec	2023	K031	Kukus	Kue	29	2	0	2000	2500	0	27	0	27	2	67500	0	54000	13500	0.93
TRX006291	12/10/2023	Minggu	Dec	2023	K031	Kukus	Kue	33	5	0	2000	2500	0	28	0	28	5	70000	0	56000	14000	0.85
TRX004578	12/10/2023	Minggu	Dec	2023	K015	Lumpia Rebung	Kue	44	3	0	3000	3500	0	41	0	41	3	143500	0	123000	20500	0.93
TRX009156	12/10/2023	Minggu	Dec	2023	N009	Nasi Cokot	Nasi	13	0	0	5000	6000	0	13	0	13	0	78000	0	65000	13000	1.00
TRX009449	12/10/2023	Minggu	Dec	2023	N009	Nasi Cokot	Nasi	26	0	0	5000	6000	0	26	0	26	0	156000	0	130000	26000	1.00
TRX003760	12/10/2023	Minggu	Dec	2023	N001	Nasi Gudeg	Nasi	18	4	1	10000	11000	3500	14	1	15	3	157500	3500	140000	21000	0.83
TRX001762	12/10/2023	Minggu	Dec	2023	K019	Ongol-Ongol	Kue	26	4	0	1500	2000	0	22	0	22	4	44000	0	33000	11000	0.85
TRX008625	12/10/2023	Minggu	Dec	2023	K023	Pie Susu	Kue	24	2	2	2000	2500	1500	22	2	24	0	58000	3000	44000	17000	1.00
TRX004612	12/10/2023	Minggu	Dec	2023	K007	Piscok	Kue	15	1	0	2000	2500	0	14	0	14	1	35000	0	28000	7000	0.93
TRX001182	12/10/2023	Minggu	Dec	2023	K008	Risol Mayo	Kue	83	4	0	4000	4500	0	79	0	79	4	355500	0	316000	39500	0.95
TRX005948	12/10/2023	Minggu	Dec	2023	K008	Risol Mayo	Kue	15	0	0	4000	4500	0	15	0	15	0	67500	0	60000	7500	1.00
TRX003865	12/10/2023	Minggu	Dec	2023	K013	Risoles Rogut	Kue	14	0	0	2000	2500	0	14	0	14	0	35000	0	28000	7000	1.00
TRX007354	12/10/2023	Minggu	Dec	2023	K013	Risoles Rogut	Kue	75	5	0	2000	2500	0	70	0	70	5	175000	0	140000	35000	0.93
TRX002444	12/10/2023	Minggu	Dec	2023	K002	Weci	Kue	20	1	0	1500	2000	0	19	0	19	1	38000	0	28500	9500	0.95
TRX004455	12/11/2023	Senin	Dec	2023	K024	Dadar Gulung	Kue	24	7	0	2500	3000	0	17	0	17	7	51000	0	42500	8500	0.71
TRX005183	12/11/2023	Senin	Dec	2023	K008	Risol Mayo	Kue	53	17	9	4000	4500	1500	36	9	45	8	175500	13500	144000	45000	0.85
TRX004215	12/11/2023	Senin	Dec	2023	S011	Tempe Tahu Bacem	Sayur & Lauk	7	2	0	6000	7000	0	5	0	5	2	35000	0	30000	5000	0.71
TRX005192	12/12/2023	Selasa	Dec	2023	S010	Bakwan	Sayur & Lauk	20	1	0	1000	2000	0	19	0	19	1	38000	0	19000	19000	0.95
TRX007870	12/12/2023	Selasa	Dec	2023	K017	Brownis	Kue	20	7	0	4500	5000	0	13	0	13	7	65000	0	58500	6500	0.65
TRX009791	12/12/2023	Selasa	Dec	2023	K017	Brownis	Kue	5	1	0	4500	5000	0	4	0	4	1	20000	0	18000	2000	0.80
TRX009485	12/12/2023	Selasa	Dec	2023	N006	Nasi Campur	Nasi	17	3	2	6000	7000	3500	14	2	16	1	105000	7000	84000	28000	0.94
TRX003028	12/12/2023	Selasa	Dec	2023	N009	Nasi Cokot	Nasi	26	6	0	5000	6000	0	20	0	20	6	120000	0	100000	20000	0.77
TRX004941	12/12/2023	Selasa	Dec	2023	N007	Nasi Kuning	Nasi	5	1	0	6000	7000	0	4	0	4	1	28000	0	24000	4000	0.80
TRX007296	12/12/2023	Selasa	Dec	2023	K023	Pie Susu	Kue	23	4	0	2000	2500	0	19	0	19	4	47500	0	38000	9500	0.83
TRX003802	12/12/2023	Selasa	Dec	2023	K018	Pukis	Kue	34	6	0	2000	2500	0	28	0	28	6	70000	0	56000	14000	0.82
TRX000411	12/12/2023	Selasa	Dec	2023	K016	Tahu Bakso	Kue	44	12	9	2500	3000	1500	32	9	41	3	109500	13500	80000	43000	0.93
TRX004310	12/12/2023	Selasa	Dec	2023	K026	Terang Bulan	Kue	34	15	0	1500	2000	0	19	0	19	15	38000	0	28500	9500	0.56
TRX008401	12/12/2023	Selasa	Dec	2023	K005	Tusuk	Kue	11	3	0	2500	3000	0	8	0	8	3	24000	0	20000	4000	0.73
TRX007680	12/13/2023	Rabu	Dec	2023	S010	Bakwan	Sayur & Lauk	17	1	0	1000	2000	0	16	0	16	1	32000	0	16000	16000	0.94
TRX001814	12/13/2023	Rabu	Dec	2023	K024	Dadar Gulung	Kue	32	8	0	2500	3000	0	24	0	24	8	72000	0	60000	12000	0.75
TRX008650	12/13/2023	Rabu	Dec	2023	K025	Martabak	Kue	29	8	2	2500	3000	1500	21	2	23	6	66000	3000	52500	16500	0.79
TRX004820	12/13/2023	Rabu	Dec	2023	K019	Ongol-Ongol	Kue	27	6	6	1500	2000	1500	21	6	27	0	51000	9000	31500	28500	1.00
TRX006994	12/13/2023	Rabu	Dec	2023	K019	Ongol-Ongol	Kue	27	4	0	1500	2000	0	23	0	23	4	46000	0	34500	11500	0.85
TRX005521	12/13/2023	Rabu	Dec	2023	K008	Risol Mayo	Kue	12	4	1	4000	4500	1500	8	1	9	3	37500	1500	32000	7000	0.75
TRX007209	12/13/2023	Rabu	Dec	2023	K013	Risoles Rogut	Kue	43	7	5	2000	2500	1500	36	5	41	2	97500	7500	72000	33000	0.95
TRX007071	12/13/2023	Rabu	Dec	2023	K029	Roti Boy	Kue	19	5	2	2500	3000	1500	14	2	16	3	45000	3000	35000	13000	0.84
TRX005731	12/13/2023	Rabu	Dec	2023	K021	Sawut	Kue	19	9	0	2500	3000	0	10	0	10	9	30000	0	25000	5000	0.53
